N,P,K,temperature,humidity,ph,rainfall,label
105,89,54,29.74,78.69,5.64,105.55,banana
105,93,47,26.26,79.07,5.88,113.84,banana
118,74,48,27.55,76.47,6.11,106.97,banana
129,93,54,29.73,77.45,5.63,99.07,banana
136,94,54,25.55,84.47,5.92,90.28,banana
118,71,50,26.69,79.73,6.11,116.06,banana
126,81,53,29.53,76.2,6.03,98.54,banana
102,87,54,25.81,83.12,6.35,117.43,banana
111,93,48,27.76,75.51,5.54,111.61,banana
118,76,47,28.35,75.0,6.31,92.38,banana
108,80,50,26.77,78.21,6.46,109.25,banana
101,81,54,26.51,75.95,6.26,108.18,banana
123,71,46,28.11,77.08,6.0,106.35,banana
111,94,53,28.61,75.78,5.61,104.78,banana
106,94,47,27.44,78.64,6.14,93.87,banana
117,77,54,25.2,84.14,6.33,98.93,banana
132,71,55,27.63,78.03,5.86,91.99,banana
140,71,52,27.21,84.49,5.75,105.96,banana
119,88,46,25.97,77.15,6.24,95.67,banana
123,75,54,29.71,80.18,5.85,97.02,banana
102,77,52,27.67,84.44,5.9,110.82,banana
120,83,48,27.27,79.71,6.21,118.22,banana
113,71,50,27.72,76.68,6.26,119.55,banana
138,75,54,28.52,79.54,6.04,115.49,banana
119,79,50,27.9,76.89,6.4,110.23,banana
125,72,51,25.6,75.79,6.03,102.08,banana
124,72,49,25.87,84.87,6.06,110.62,banana
113,72,55,26.43,79.24,6.15,90.74,banana
132,83,48,25.31,76.62,6.4,110.58,banana
110,72,52,27.86,79.05,5.86,96.5,banana
127,94,47,27.99,79.24,5.95,97.62,banana
133,82,50,26.52,76.82,5.59,111.42,banana
108,87,49,27.08,79.69,5.87,93.02,banana
112,87,52,26.43,79.6,5.69,96.31,banana
101,92,47,26.14,77.8,5.63,109.18,banana
103,73,51,26.7,82.08,6.06,97.68,banana
126,73,50,27.19,77.68,6.1,116.14,banana
140,85,49,26.13,77.57,5.98,101.02,banana
137,79,49,26.92,83.37,6.15,108.43,banana
113,90,45,29.35,80.13,5.9,104.92,banana
127,70,54,27.23,78.43,5.64,103.18,banana
120,80,52,27.1,84.61,6.1,114.22,banana
104,80,48,27.85,83.61,5.58,92.18,banana
134,75,52,27.71,83.33,5.63,93.89,banana
122,94,49,26.63,81.07,6.43,115.11,banana
140,71,46,28.05,83.21,5.79,97.18,banana
131,71,49,27.53,80.6,6.23,100.65,banana
125,85,50,28.2,77.59,5.58,93.58,banana
109,83,53,28.51,82.89,5.85,102.14,banana
116,75,46,27.95,84.89,5.67,91.4,banana
131,76,53,28.52,84.46,5.91,109.86,banana
119,86,49,25.94,80.08,6.03,114.32,banana
129,87,46,28.6,80.0,6.39,117.6,banana
102,91,45,26.84,80.42,5.65,112.39,banana
100,74,51,28.57,84.17,6.21,110.15,banana
116,70,46,27.67,81.75,5.92,111.92,banana
121,72,47,29.2,82.25,6.39,93.53,banana
140,75,45,29.99,77.81,6.17,95.3,banana
123,93,48,28.35,76.88,6.12,100.09,banana
108,78,47,29.51,78.97,5.75,103.45,banana
113,89,55,27.19,83.61,6.07,94.72,banana
128,83,52,29.45,79.4,6.4,112.52,banana
120,85,48,29.92,81.67,5.54,99.8,banana
125,71,45,27.25,78.33,5.94,97.88,banana
107,87,50,26.0,78.2,6.09,92.17,banana
106,72,53,28.76,82.53,6.22,110.08,banana
119,86,45,28.11,82.78,6.0,100.73,banana
111,86,52,29.35,78.42,6.27,106.84,banana
135,83,50,27.89,82.49,6.46,92.21,banana
102,93,50,28.07,79.82,5.59,113.04,banana
130,78,48,29.19,75.72,6.38,97.7,banana
124,93,52,27.07,81.9,5.84,98.32,banana
40,34,31,30.2,45.49,4.58,91.08,mango
30,28,33,27.3,48.67,5.09,88.95,mango
3,39,27,35.3,49.26,6.96,91.08,mango
37,15,32,35.13,46.4,4.74,88.49,mango
37,29,30,28.27,45.01,6.53,81.75,mango
25,38,27,32.99,45.79,6.01,83.28,mango
29,23,30,32.39,46.71,6.35,86.05,mango
26,19,32,28.15,49.25,5.12,94.97,mango
10,37,34,28.77,51.14,4.72,87.83,mango
29,31,31,29.54,48.78,4.76,94.38,mango
20,33,27,29.92,48.34,4.56,86.82,mango
32,37,30,31.1,45.31,6.7,80.26,mango
38,27,28,35.32,45.24,5.95,90.98,mango
9,26,32,33.54,45.01,6.84,83.29,mango
9,22,25,28.11,54.86,5.29,82.31,mango
4,33,34,29.31,45.21,5.06,81.13,mango
4,26,27,31.64,47.53,6.85,98.12,mango
23,24,29,30.71,52.28,5.63,97.13,mango
38,23,31,27.86,47.0,5.53,84.12,mango
35,19,30,32.45,51.92,5.46,97.38,mango
23,26,26,31.18,53.21,6.04,96.64,mango
20,18,25,29.73,51.98,6.48,85.92,mango
20,26,29,29.08,46.36,4.99,81.11,mango
8,15,31,29.85,54.73,4.98,86.92,mango
14,15,33,27.29,54.4,6.73,90.71,mango
22,31,29,32.83,45.45,4.64,89.14,mango
22,37,26,34.4,47.1,5.49,86.33,mango
16,19,30,34.21,49.42,5.73,96.98,mango
28,27,28,34.96,50.77,5.05,85.38,mango
32,16,35,28.17,52.96,5.49,89.84,mango
35,25,30,27.44,45.02,5.11,93.61,mango
5,18,29,32.83,52.12,4.95,81.59,mango
38,22,34,34.77,52.73,4.92,96.44,mango
31,30,28,29.36,46.22,5.77,91.71,mango
14,27,29,32.77,54.01,4.91,87.63,mango
6,31,32,35.39,47.79,6.88,81.27,mango
24,16,34,31.77,51.69,6.58,83.01,mango
2,37,28,28.16,49.68,6.0,80.62,mango
11,16,29,35.06,54.83,6.09,83.23,mango
36,28,27,35.3,52.57,6.33,94.18,mango
8,20,32,28.98,49.39,6.46,95.68,mango
18,35,33,32.89,47.28,5.19,86.3,mango
5,22,27,31.1,54.08,4.76,94.41,mango
27,17,34,32.12,48.64,6.39,85.15,mango
28,16,33,31.03,51.37,5.05,93.54,mango
31,27,31,31.11,53.94,5.74,96.84,mango
32,25,27,30.65,53.26,5.07,90.49,mango
32,24,31,29.21,46.09,6.49,81.98,mango
11,36,28,35.76,54.8,5.17,80.82,mango
28,26,26,33.37,45.31,6.68,82.77,mango
5,19,35,33.24,53.01,5.49,86.73,mango
9,27,31,32.69,47.57,6.87,83.4,mango
39,15,30,30.0,49.49,5.93,88.71,mango
17,33,32,34.5,47.5,6.02,91.7,mango
15,27,28,28.28,47.14,4.76,93.66,mango
26,39,32,27.47,53.84,6.66,88.87,mango
23,39,30,35.15,45.83,4.98,88.82,mango
23,35,35,30.5,45.47,6.5,92.09,mango
8,27,32,33.93,50.0,5.26,99.47,mango
27,25,28,33.58,47.42,4.93,90.6,mango
12,31,26,32.89,47.83,4.5,82.54,mango
37,37,27,34.01,51.09,6.93,87.47,mango
27,17,29,35.67,50.39,5.22,82.41,mango
28,31,29,35.56,45.22,5.26,98.42,mango
13,21,30,34.41,46.03,6.86,95.9,mango
7,33,29,30.62,52.83,6.91,82.53,mango
17,27,29,30.27,45.52,6.21,88.72,mango
8,35,33,31.38,47.98,6.1,85.76,mango
9,33,25,27.85,45.07,4.88,81.38,mango
40,22,26,29.17,54.36,5.8,87.3,mango
35,25,28,28.87,48.78,5.29,93.55,mango
12,29,26,28.72,49.07,6.84,87.55,mango
27,21,26,27.53,48.05,4.89,83.48,mango
30,15,31,30.42,50.07,5.91,86.27,mango
12,33,34,28.73,45.98,6.74,87.0,mango
22,24,26,32.3,50.25,5.01,89.04,mango
32,30,26,31.93,52.03,6.48,92.58,mango
6,33,32,27.22,49.12,5.33,93.39,mango
9,30,34,34.18,54.21,6.95,80.21,mango
25,25,34,29.27,54.81,6.03,95.87,mango
3,20,33,27.2,53.17,4.53,93.14,mango
15,30,32,30.08,46.08,4.67,91.78,mango
21,34,30,30.8,48.98,4.57,86.71,mango
39,37,28,32.29,53.47,5.6,80.36,mango
3,28,35,33.24,45.71,4.97,95.43,mango
34,30,31,27.26,53.29,6.47,85.18,mango
28,20,25,28.81,46.79,5.34,88.37,mango
20,27,28,27.26,51.05,5.49,85.97,mango
35,34,34,31.45,46.31,6.24,84.12,mango
18,17,33,28.13,54.03,6.66,89.29,mango
30,30,33,30.89,52.86,5.66,98.82,mango
19,27,33,34.39,50.54,4.95,89.36,mango
39,34,33,27.3,49.68,6.12,96.6,mango
2,36,30,28.78,48.17,5.2,90.62,mango
2,19,33,28.19,47.33,5.63,90.34,mango
31,26,33,32.57,46.13,4.89,88.74,mango
16,34,31,30.49,46.71,5.07,91.51,mango
17,28,27,32.97,53.53,5.14,89.83,mango
39,23,31,27.81,51.06,4.72,99.18,mango
29,35,32,32.31,49.5,6.65,99.14,mango
30,143,201,25.23,82.27,5.71,65.04,grapes
25,133,199,22.35,84.9,5.85,69.52,grapes
23,121,203,26.26,83.8,5.65,70.72,grapes
25,126,195,12.17,81.55,5.62,74.86,grapes
26,123,197,26.81,80.32,6.36,74.61,grapes
25,131,195,28.5,82.07,5.77,67.07,grapes
33,130,197,30.05,82.83,6.36,66.17,grapes
36,137,196,30.23,82.21,6.44,66.42,grapes
33,130,205,18.56,84.81,6.4,67.7,grapes
36,145,198,21.98,82.6,5.79,65.15,grapes
24,127,199,13.48,84.37,6.2,65.85,grapes
33,136,205,8.1,81.24,6.43,74.32,grapes
34,139,196,24.44,81.16,5.68,73.1,grapes
23,132,204,13.95,84.89,6.49,70.56,grapes
23,128,199,17.9,81.4,6.47,66.53,grapes
35,120,201,37.31,81.44,5.69,71.52,grapes
34,137,198,16.07,84.78,6.42,69.57,grapes
37,131,199,13.02,82.13,6.04,65.23,grapes
29,140,202,28.33,84.55,5.52,70.57,grapes
36,134,198,12.36,84.44,5.97,73.78,grapes
32,137,203,29.09,81.99,6.01,73.03,grapes
27,130,196,37.27,80.46,6.15,69.13,grapes
28,137,196,27.0,83.86,6.33,66.71,grapes
38,136,204,23.53,82.71,6.42,74.0,grapes
29,127,199,20.41,81.43,5.77,73.61,grapes
21,137,197,19.02,80.31,5.77,72.68,grapes
38,126,200,23.05,84.37,6.26,70.13,grapes
33,141,195,20.89,84.54,6.24,70.43,grapes
31,129,200,28.97,82.09,6.21,73.61,grapes
23,131,199,30.0,81.25,6.14,73.77,grapes
28,143,205,11.39,81.17,6.45,74.58,grapes
22,120,197,39.87,80.9,6.0,73.48,grapes
20,135,198,35.59,81.42,6.19,71.74,grapes
24,121,199,17.25,84.04,6.3,69.57,grapes
32,135,203,21.6,81.38,5.77,70.36,grapes
29,131,196,31.0,81.07,5.7,69.13,grapes
25,135,199,22.37,82.69,5.7,66.56,grapes
38,131,199,9.14,82.49,6.05,70.59,grapes
34,124,198,33.94,84.74,5.64,69.98,grapes
24,122,198,12.6,83.55,6.03,66.44,grapes
20,140,197,27.4,81.68,6.09,68.16,grapes
22,126,197,21.7,83.29,5.76,65.12,grapes
30,135,205,26.86,82.36,6.07,74.28,grapes
37,128,197,16.4,82.52,6.24,70.03,grapes
21,138,203,17.26,83.32,5.93,73.89,grapes
37,133,202,36.27,82.48,5.81,72.54,grapes
24,130,204,31.18,82.02,5.71,68.56,grapes
26,124,202,16.07,82.27,5.89,74.82,grapes
28,122,196,26.9,83.0,5.92,69.32,grapes
21,133,200,12.79,80.52,5.62,66.01,grapes
32,125,198,13.55,84.79,6.35,67.3,grapes
27,125,200,8.63,83.36,6.02,73.99,grapes
23,140,203,12.07,81.99,5.67,67.55,grapes
25,134,199,38.33,80.63,6.47,67.31,grapes
35,128,196,35.45,81.54,6.16,70.66,grapes
29,132,202,10.81,83.34,6.4,65.58,grapes
23,138,199,20.91,80.68,6.01,66.27,grapes
30,139,198,23.39,84.96,6.19,73.41,grapes
28,139,195,11.93,81.02,5.9,73.46,grapes
27,136,202,26.76,81.79,6.08,68.42,grapes
22,145,196,10.32,84.39,5.8,71.5,grapes
27,130,198,18.98,82.05,6.22,70.12,grapes
39,121,200,26.7,84.6,5.55,70.73,grapes
37,126,204,8.61,83.66,6.43,71.57,grapes
29,121,204,23.05,80.14,6.19,69.82,grapes
22,125,196,26.38,83.11,6.01,73.17,grapes
37,135,195,30.25,82.09,6.07,71.49,grapes
27,143,196,29.49,80.02,6.42,66.13,grapes
22,128,199,14.86,82.93,5.94,65.34,grapes
26,140,202,31.2,83.49,5.81,66.0,grapes
25,141,205,23.8,80.05,5.64,68.22,grapes
32,122,204,19.68,84.56,6.28,72.55,grapes
32,136,201,28.12,82.77,6.49,72.32,grapes
36,142,197,10.68,82.41,6.01,73.29,grapes
29,134,200,9.22,83.08,6.33,66.58,grapes
32,135,197,11.95,84.9,5.89,67.27,grapes
23,137,201,28.59,80.44,6.39,68.89,grapes
26,132,199,35.63,84.65,5.8,73.64,grapes
36,143,197,26.46,81.37,6.32,65.05,grapes
31,128,198,28.64,84.26,6.11,73.53,grapes
25,133,200,8.37,82.78,6.16,70.92,grapes
35,134,196,11.73,82.98,5.77,65.8,grapes
29,134,198,31.05,83.22,5.83,72.55,grapes
33,136,201,8.36,83.48,5.88,74.43,grapes
36,135,198,14.52,81.7,5.98,67.96,grapes
30,124,205,11.45,84.66,6.41,70.25,grapes
34,131,201,18.9,81.51,6.08,69.98,grapes
32,127,199,10.68,80.26,5.75,65.74,grapes
22,140,195,29.09,81.36,6.37,69.85,grapes
26,133,199,26.06,80.57,6.5,69.26,grapes
27,138,199,34.66,82.27,6.22,66.07,grapes
37,138,197,12.65,81.58,6.48,67.57,grapes
29,121,199,26.28,84.77,6.02,73.19,grapes
31,121,198,26.42,84.75,6.36,67.28,grapes
24,125,204,35.29,83.87,5.89,70.04,grapes
29,126,200,8.98,80.66,6.39,72.52,grapes
28,133,199,31.7,83.92,6.26,72.23,grapes
24,128,200,18.59,83.77,5.83,66.38,grapes
28,144,197,27.59,82.16,5.57,69.88,grapes
34,133,204,17.25,80.43,6.44,68.78,grapes
103,26,48,26.15,81.35,6.29,42.89,watermelon
112,14,52,26.83,85.28,6.54,49.22,watermelon
93,20,51,26.96,89.38,6.86,57.78,watermelon
99,23,54,25.18,89.62,6.42,52.02,watermelon
108,29,47,26.24,85.21,6.27,55.53,watermelon
102,23,48,25.44,86.17,6.4,43.97,watermelon
118,20,52,25.23,83.55,6.41,48.18,watermelon
102,21,50,24.4,84.96,6.17,42.52,watermelon
117,22,52,25.21,89.09,6.64,55.38,watermelon
95,29,53,26.56,81.72,6.27,45.71,watermelon
91,27,45,24.23,82.74,6.2,44.64,watermelon
112,21,45,25.29,84.08,6.11,53.52,watermelon
108,24,52,24.0,89.54,6.81,58.08,watermelon
81,29,53,26.51,80.93,6.74,59.2,watermelon
107,21,54,25.33,85.99,6.48,58.66,watermelon
83,20,52,26.38,85.83,6.91,58.84,watermelon
83,18,45,24.99,85.37,6.91,56.93,watermelon
85,12,51,25.6,82.66,6.9,58.55,watermelon
96,28,49,26.21,84.76,6.12,58.56,watermelon
98,25,49,24.06,81.01,6.5,53.8,watermelon
93,24,52,26.11,84.93,6.91,49.78,watermelon
98,14,48,24.13,86.34,6.25,46.08,watermelon
111,17,47,24.51,87.75,6.13,49.08,watermelon
100,24,51,26.43,80.45,6.3,45.6,watermelon
86,16,48,25.57,86.64,6.38,54.39,watermelon
93,16,50,24.07,80.8,6.42,58.86,watermelon
109,12,53,26.2,86.11,6.82,48.08,watermelon
89,20,50,25.61,85.65,6.95,58.04,watermelon
115,26,54,24.3,82.65,6.5,56.93,watermelon
100,25,46,24.76,87.32,6.16,47.03,watermelon
91,17,52,25.1,85.55,6.1,56.1,watermelon
95,23,52,24.63,88.85,6.62,48.57,watermelon
87,29,53,24.62,83.38,6.81,53.91,watermelon
111,19,52,25.16,82.11,6.63,59.52,watermelon
92,19,52,25.62,88.43,6.76,41.17,watermelon
120,25,54,25.95,88.56,6.11,46.95,watermelon
115,14,46,26.36,88.35,6.16,57.09,watermelon
107,20,53,25.26,81.94,6.28,50.1,watermelon
101,26,53,25.74,87.81,6.19,41.0,watermelon
115,12,47,26.09,84.09,6.88,45.96,watermelon
80,16,51,25.13,85.35,6.88,58.25,watermelon
91,19,50,26.85,89.99,6.24,54.54,watermelon
95,10,45,25.38,84.88,6.02,53.74,watermelon
92,21,48,24.5,84.07,6.23,50.7,watermelon
88,20,47,26.01,87.54,6.11,49.36,watermelon
83,22,48,25.58,85.17,6.92,50.98,watermelon
103,18,54,26.33,82.85,6.84,48.65,watermelon
113,26,47,26.1,82.91,6.3,45.93,watermelon
109,15,45,26.15,81.71,6.1,44.75,watermelon
95,20,45,26.91,87.16,6.32,46.37,watermelon
98,23,46,24.57,88.59,6.26,47.6,watermelon
115,23,48,26.05,80.2,6.74,49.74,watermelon
113,29,54,26.73,85.12,6.36,49.3,watermelon
108,28,47,26.75,88.15,6.98,57.61,watermelon
91,12,46,24.87,86.14,6.8,57.99,watermelon
105,10,47,24.3,83.63,6.5,40.87,watermelon
94,14,51,25.39,84.95,6.43,59.12,watermelon
89,20,52,25.67,89.29,6.38,49.27,watermelon
84,22,48,24.48,85.45,6.53,41.52,watermelon
108,22,47,25.41,87.2,6.53,47.91,watermelon
93,22,54,26.02,80.75,6.46,57.82,watermelon
84,30,54,24.23,89.33,6.36,56.89,watermelon
97,19,51,26.32,80.34,6.59,43.73,watermelon
94,17,50,25.0,81.07,6.15,40.67,watermelon
99,29,46,26.84,87.33,6.64,52.91,watermelon
113,12,50,26.09,85.87,6.83,41.45,watermelon
108,21,49,25.02,86.21,6.89,49.92,watermelon
113,18,46,24.18,80.51,6.38,46.74,watermelon
109,25,46,24.66,82.74,6.55,42.89,watermelon
85,29,53,24.54,84.07,6.36,55.82,watermelon
100,13,52,25.19,82.63,6.38,49.96,watermelon
94,15,49,24.06,87.72,6.17,40.88,watermelon
106,25,53,25.48,82.05,6.74,53.99,watermelon
90,28,46,26.95,88.6,6.69,58.77,watermelon
109,14,49,24.21,83.9,6.74,47.73,watermelon
93,22,54,24.14,83.85,6.16,53.91,watermelon
84,23,48,24.6,89.36,6.02,48.76,watermelon
81,20,50,24.96,81.32,6.38,53.45,watermelon
111,21,51,24.6,82.87,6.16,44.99,watermelon
89,20,51,26.83,81.96,6.64,56.35,watermelon
102,15,48,24.12,83.05,6.74,40.95,watermelon
89,24,53,25.37,86.98,6.39,43.2,watermelon
96,22,54,24.21,85.07,6.33,50.17,watermelon
81,16,53,25.66,84.51,6.29,45.96,watermelon
95,27,55,25.32,83.93,6.85,48.54,watermelon
102,15,52,25.6,88.09,6.78,44.3,watermelon
109,26,48,24.52,80.03,6.45,47.05,watermelon
102,14,54,24.77,82.26,6.48,49.98,watermelon
89,15,47,26.16,87.7,6.46,54.28,watermelon
109,13,55,26.46,82.04,6.19,42.51,watermelon
86,25,50,26.35,87.46,6.6,53.73,watermelon
81,16,51,24.03,80.33,6.85,53.68,watermelon
91,24,53,24.92,80.36,6.93,46.9,watermelon
84,20,53,24.66,82.69,6.24,59.83,watermelon
88,22,54,24.44,89.71,6.95,57.69,watermelon
89,23,53,26.96,81.8,6.77,46.78,watermelon
87,18,53,25.39,85.38,7.0,47.98,watermelon
105,17,49,26.09,89.38,6.54,55.37,watermelon
84,14,50,24.06,82.53,6.52,40.3,watermelon
91,20,51,26.78,86.45,6.41,58.61,watermelon
111,14,46,29.03,92.8,6.55,27.39,muskmelon
105,30,50,27.34,94.14,6.18,27.77,muskmelon
118,24,51,28.38,91.82,6.25,26.36,muskmelon
110,24,47,28.48,93.96,6.33,25.37,muskmelon
111,23,49,29.69,90.81,6.7,21.19,muskmelon
81,28,47,29.19,94.06,6.6,29.92,muskmelon
92,24,46,28.22,94.24,6.26,25.91,muskmelon
100,23,55,27.17,92.87,6.6,24.81,muskmelon
83,21,48,27.46,94.25,6.37,29.33,muskmelon
112,24,45,28.28,90.99,6.64,21.75,muskmelon
91,20,48,27.63,93.0,6.06,20.58,muskmelon
95,24,51,28.27,92.83,6.26,29.36,muskmelon
82,23,54,29.41,90.92,6.21,27.17,muskmelon
83,26,52,29.19,90.5,6.5,26.8,muskmelon
113,11,45,28.12,90.74,6.39,29.17,muskmelon
96,27,45,27.51,90.15,6.23,29.08,muskmelon
84,22,50,29.82,90.61,6.15,20.3,muskmelon
97,16,54,28.81,93.07,6.37,20.92,muskmelon
98,30,53,29.68,94.12,6.07,22.27,muskmelon
80,16,46,28.42,93.39,6.61,27.49,muskmelon
118,11,45,28.98,91.45,6.18,23.31,muskmelon
91,20,49,28.54,93.36,6.27,22.51,muskmelon
87,17,52,29.27,93.33,6.16,25.88,muskmelon
103,20,50,28.48,92.83,6.5,21.1,muskmelon
110,13,46,29.93,94.78,6.04,24.43,muskmelon
87,20,53,29.85,93.17,6.25,26.03,muskmelon
92,28,54,28.67,91.62,6.21,20.33,muskmelon
113,19,48,28.41,94.09,6.09,28.58,muskmelon
116,29,49,27.65,91.87,6.23,21.76,muskmelon
104,20,54,27.1,93.22,6.53,27.59,muskmelon
115,25,54,28.0,92.52,6.01,20.07,muskmelon
90,12,48,27.53,90.14,6.64,20.08,muskmelon
109,13,54,29.68,93.27,6.47,20.05,muskmelon
119,28,54,28.98,91.72,6.63,22.92,muskmelon
103,12,54,27.42,91.12,6.39,27.64,muskmelon
105,15,45,29.27,94.93,6.57,24.6,muskmelon
116,18,50,28.43,92.24,6.54,25.27,muskmelon
93,15,45,28.75,91.15,6.1,26.54,muskmelon
107,25,50,29.68,94.68,6.57,26.36,muskmelon
92,30,48,27.61,92.21,6.04,29.78,muskmelon
104,21,52,28.49,90.16,6.43,27.16,muskmelon
97,25,47,27.66,90.81,6.26,28.47,muskmelon
113,18,51,29.16,91.21,6.12,29.72,muskmelon
105,30,48,29.11,91.11,6.18,25.12,muskmelon
93,13,48,27.11,93.52,6.34,20.94,muskmelon
87,12,51,27.28,93.77,6.01,22.49,muskmelon
116,24,46,29.46,92.47,6.59,26.01,muskmelon
107,30,47,28.87,92.3,6.03,20.14,muskmelon
85,23,51,28.66,90.16,6.33,29.25,muskmelon
96,22,53,29.35,92.6,6.6,23.91,muskmelon
116,15,48,27.16,93.98,6.29,22.29,muskmelon
89,28,53,28.66,93.08,6.33,23.92,muskmelon
117,13,49,28.03,92.49,6.32,25.19,muskmelon
86,20,47,27.55,90.32,6.53,24.27,muskmelon
105,25,52,28.41,91.94,6.26,26.4,muskmelon
100,27,54,27.51,90.68,6.44,23.01,muskmelon
81,28,47,29.79,93.59,6.53,22.01,muskmelon
89,20,47,27.92,91.61,6.11,22.05,muskmelon
112,13,45,28.89,94.88,6.23,21.19,muskmelon
103,28,53,28.87,91.58,6.38,20.91,muskmelon
107,25,55,27.78,90.09,6.38,27.07,muskmelon
112,14,48,28.54,91.65,6.6,24.74,muskmelon
112,22,53,28.0,94.16,6.19,25.46,muskmelon
89,20,48,27.8,94.83,6.11,27.87,muskmelon
119,10,52,27.76,90.2,6.28,29.35,muskmelon
80,22,50,29.62,90.42,6.48,26.8,muskmelon
107,29,53,27.13,92.36,6.28,23.1,muskmelon
98,18,49,29.94,90.44,6.65,24.8,muskmelon
105,27,49,28.29,92.05,6.26,29.26,muskmelon
113,12,46,28.28,90.49,6.43,21.44,muskmelon
101,10,48,29.03,92.42,6.68,28.74,muskmelon
94,11,53,29.73,94.1,6.09,29.98,muskmelon
90,24,54,27.71,94.54,6.22,29.76,muskmelon
91,29,46,29.13,92.66,6.33,22.23,muskmelon
108,14,51,27.76,94.78,6.02,22.0,muskmelon
90,18,47,28.47,94.36,6.5,25.8,muskmelon
84,24,47,29.36,91.25,6.29,23.5,muskmelon
114,13,51,27.43,93.52,6.63,24.35,muskmelon
100,29,50,28.46,92.89,6.48,21.07,muskmelon
113,19,46,29.36,91.88,6.07,26.34,muskmelon
115,28,55,29.6,90.01,6.27,28.19,muskmelon
95,22,51,28.1,94.52,6.35,24.65,muskmelon
120,20,47,28.54,94.07,6.54,27.89,muskmelon
108,15,54,29.68,90.97,6.09,29.76,muskmelon
115,28,54,28.63,93.23,6.38,20.51,muskmelon
110,20,51,28.51,92.46,6.12,22.79,muskmelon
86,14,55,27.46,91.35,6.41,26.1,muskmelon
86,26,53,27.71,91.44,6.66,28.26,muskmelon
108,12,49,28.68,90.94,6.31,26.01,muskmelon
93,26,53,27.97,94.19,6.07,28.38,muskmelon
86,12,51,28.42,94.54,6.25,22.87,muskmelon
100,19,48,29.08,93.8,6.6,29.73,muskmelon
91,24,49,29.03,92.38,6.7,27.29,muskmelon
118,27,54,29.44,92.3,6.18,23.7,muskmelon
81,20,50,28.58,94.87,6.64,21.62,muskmelon
95,18,49,29.4,92.62,6.4,28.53,muskmelon
112,13,52,28.31,91.47,6.04,24.87,muskmelon
94,15,52,29.31,91.22,6.03,28.49,muskmelon
80,29,51,27.97,91.23,6.01,22.35,muskmelon
86,22,47,28.59,92.95,6.21,20.35,muskmelon
1,121,202,21.95,93.98,5.93,111.32,apple
21,138,198,21.36,92.78,5.83,111.06,apple
26,132,201,22.63,93.7,6.21,113.35,apple
27,142,199,22.24,93.82,6.08,101.78,apple
36,121,202,23.28,94.77,5.55,114.92,apple
17,128,196,22.69,92.4,5.6,115.31,apple
30,139,204,22.23,94.77,6.37,107.41,apple
6,131,199,22.73,92.92,6.25,112.75,apple
4,141,198,23.91,90.59,6.46,102.28,apple
9,121,202,23.55,92.17,6.43,114.76,apple
25,141,198,22.06,94.53,6.4,124.41,apple
36,123,203,22.23,94.95,5.97,113.85,apple
21,128,196,23.69,94.01,5.64,119.42,apple
25,130,198,23.58,93.5,6.05,115.24,apple
4,132,197,21.63,93.31,6.41,110.09,apple
8,136,204,23.24,94.34,6.04,118.8,apple
6,129,199,22.53,94.65,6.37,103.36,apple
7,129,198,22.84,94.51,6.46,116.34,apple
34,133,197,22.57,92.78,6.24,105.5,apple
15,129,205,22.33,93.78,6.25,106.64,apple
23,142,200,23.84,91.07,5.57,122.29,apple
34,145,202,23.81,94.13,6.34,114.23,apple
15,143,199,22.62,92.23,6.06,111.76,apple
2,142,199,22.77,90.7,5.5,106.13,apple
28,122,204,21.65,91.02,5.68,100.35,apple
31,142,201,21.56,91.43,5.98,123.86,apple
10,138,199,21.89,92.28,5.57,119.97,apple
10,138,196,23.87,90.97,6.38,120.24,apple
39,132,202,22.11,90.92,5.94,104.14,apple
39,122,201,22.88,92.69,6.16,102.9,apple
22,127,204,23.29,94.86,5.54,107.13,apple
8,120,197,23.04,91.16,6.01,122.2,apple
28,130,199,22.37,90.89,6.13,109.1,apple
34,139,201,22.09,91.05,6.28,112.16,apple
9,125,197,23.33,91.14,6.03,111.29,apple
23,142,204,22.35,90.08,5.93,115.15,apple
22,136,197,22.94,90.91,6.25,108.48,apple
28,121,199,23.12,91.13,6.3,115.77,apple
24,129,200,22.79,92.36,6.2,110.84,apple
8,125,195,21.9,93.74,6.29,105.06,apple
38,133,204,23.12,93.61,5.59,105.5,apple
0,138,198,23.36,91.69,6.32,103.27,apple
7,129,199,22.05,93.82,5.6,108.78,apple
33,122,204,23.96,90.44,5.79,109.31,apple
31,135,201,23.27,90.59,6.33,117.64,apple
23,142,202,21.61,92.15,5.99,101.38,apple
38,123,202,22.52,90.13,6.42,121.3,apple
21,126,196,22.09,91.28,6.01,124.16,apple
23,142,202,22.43,94.27,5.97,121.72,apple
12,123,204,22.76,94.45,6.44,101.34,apple
20,129,201,23.38,91.4,6.06,117.72,apple
5,140,201,23.85,91.7,5.61,112.66,apple
3,144,195,23.26,92.63,5.87,101.65,apple
25,135,198,23.73,91.52,5.95,113.59,apple
4,143,199,21.24,91.94,6.1,112.84,apple
28,121,198,23.46,90.4,6.36,102.3,apple
33,129,201,21.46,90.33,5.72,103.2,apple
12,133,201,23.37,93.28,6.11,110.29,apple
19,130,203,21.69,90.03,6.15,105.06,apple
36,141,196,21.32,92.48,6.11,106.87,apple
29,135,198,21.08,93.75,5.71,120.86,apple
17,134,204,23.59,91.86,5.71,119.38,apple
17,125,204,21.59,90.13,5.52,115.56,apple
